DRUG,NDC
Hydrocortisone,9090020
Hydrocortisone Na Succ,9001104
Hydrocortisone Na Succ.,9082501
Hydrocortisone Na Succ.,9001104
Hydrocortisone Na Succ.,74567102
Hydrocortisone Na Succ.,9090020
Hydrocortisone Na Succ,9090020
Hepa,641244045
Heparin,74115112
Heparin,17191003500
Heparin,641244045
Heparin,63323054011
Hepar,63323054011
Heparin CRRT,74115112
Heparin CRRT,641244045
Heparin CRRT,17191003500
Heparin (Porcine),74115112
Heparin (Hemodialysis),63323054011
Heparin Dwell (1000 Units/mL),63323054011
Heparin Flush (1000 units/mL),63323054011
Heparin CRRT,63323054011
Hepatitis B Immun Globulin (HepaGam B),60492005101
NEO*IV*Hydrocortisone Sod Succinate,74567102
NEO*IV*Hydrocortisone (1mg/mL),9082501
Ibutilide Fumarate,9379401
Insulin,2871501
insulin,2871501
Insulin Human 70/30,2871501
Indomethacin Sodium,6340617
Interferon Alfacon-1,64116003906
Ipratropium Bromide,49502068503
Ipratropium Bromide Neb,49502068503
Ipratropium Bromide Neb,49502068524
Ipratropium Bromide Neb,487980125
Ipratropium Bromide Neb,487980130
Ipratropium Bromide MDI,487980130
Lidocaine 1%,186027613
Lidocaine 1% PF,186021003
Magnesium Sulfate ,74407532
Menomune - A/C/Y/W-135,49281048901
MENINGOcoccal Vaccine,49281048901
Meningococcal Vaccine,49281048901
MENINGOcoccal Poly Vaccine (Menomune),49281048901
Meropenem,310032130
Meropenem,310032165
Methylprednisolone Na Succ,9079601
Metoprolol,55390007310
Metoprolol,74177825
Metoprolol Tartrate,55390007310
Metoprolol Tartrate,143987310
Metoprolol Tartrate,55390034810
Midazolam,10019002803
Midazolam,10019002804
Midazolam HCl,10019002802
Midazolam HCl,10019002803
Midazolam,10019002703
Midazolam,409230801
Midazolam HCl,10019002703
Midazolam HCl,74259605
Midazolam HCl,10019002805
Morphine Sulfate,641607325
Morphine Sulfate,10019017644
Morphine ,641607325
Multivitamins,66591018442
Multivitamin IV,66591018442
Multivitamin-12,338040360
Nafcillin,781312595
NEO*IV*Ceftriaxone,4196401
NEO*IV*Erythromycin,74648101
Oxacillin,781310395
Phentolamine Mesylate,55390011301
Rabies Vaccine,49281025051
Scopolamine HBr,63323026801
Sincalide,270055615
Streptomycin Sulfate,39822070602
Sumatriptan Succinate,173044902
Sumatriptan Succinate,781317414
Thrombin,52604710001
Thrombin,52604710201
Thrombin,60793020505
Tuberculin Protein,11793752202
Unasyn,49001483
Unasyn,10019063002
Ampicillin-Sulbactam,10019063002
Ampicillin-Sulbactam,63323036920
Vancomycin,23360015250
Vancomycin,409653301
Vancomycin Enema,409433201
Verapamil,409401101
Verapamil HCl,517540205
Verapamil HCl,409401101
Coumadin,590032435
Warfarin,590032435
*NF* Warfarin,590032435
Piperacillin-Tazobactam Na,206845455
Acetylcysteine 20%,87057009
Acetylcysteine 20%,61703020431
Acetylcysteine,87057009
Adenosine,469087130
Alteplase Recombinant,50242004413
Amphotericin B Lipo. (Ambisome),469305130
Ampicillin Sodium,63323038810
Ampicillin Sodium,15740320
Atropine Sulfate,10019025112
Atropine Sulfate,517101025
Betamethasone Acet & Sod Phos,85056605
Bumetanide,55390050002
Bumetanide,74141204
*NF* Caspofungin Acetate,6382210
NEO*IV*CefazoLIN,781315796
NEO*IV*Cefazolin,2726601
Chlorothiazide,63323065820
Cisatracurium Besylate,74438010
Cisatracurium Besylate,74437805
Prochlorperazine,55390007710
Cosyntropin,10139090510
Cosyntropin,52073110
Cosyntropin,52073112
Cosyntropin,548590000
Dantrolene Sodium,149073402
Decitabine,58063060050
Dexameth,641036725
Dexamethasone,641036725
Dexamethasone Sod Phosphate,641036725
DiphenhydrAMINE,641037625
DiphenhydrAMINE HCl,641037625
Diphenhydramine HCl,641037625
Drotrecogin Alfa (Xigris),2756101
Digoxin Immune Fab,173023044
Enalaprilat,409212202
Enalaprilat,703841101
Enalaprilat,703841104
Enalaprilat,74212202
Enbrel,58406042534
Etanercept,58406042534
etanercept,58406042534
Fuzeon,4038039
*NF* Enfuvirtide,4038039
Estrogens Conjugated,46074905
Ethacrynate Sodium,25010021027
Ethacrynate Sodium,6362050
Fentanyl Citrate,641240341
Furosemide,517570225
Furosemide,74610204
Furosemide,517570425
Furosemide,409610204
Heparin,74610204
Metoprolol,74610204
Copaxone,88115330
Glatiramer Acetate,88115330
Glycopyrrolate,10019001617
Glycopyrrolate,517460125
Haloperidol,45025549
NEO*IM*Hepatitis B Vaccine,6487600
HydrOXYzine,517420125
HydrOXYzine,63323002101
HydrOXYzine HCl,63323002101
Hydroxyzine HCl,63323002101
HydrALAzine,517090125
HydrALAzine,17478093401
HydrALAzine,63323061401
HydrALAZINE HCl,517090125
Hydralazine HCl,517090125
Interferon Alfacon-1,66435020115
*NF* Interferon Alfacon-1,64116003106
Ketorolac,55390048001
Ketorolac,10019002902
Ketorolac,4692506
Ketorolac,74228831
Ketorolac,63323016101
Ketorolac,63323016201
Ketorolac,55390048101
Ketorolac,409379501
Ketorolac,74379501
liothyronine,39822015101
Methylene ,517031010
Methylene Blue 1%,517031010
Methylnaltrexone,8121801
Methotrexate Sodium,58406068316
Methotrexate Sodium,38779003504
Methotrexate Sodium,66479013619
Methylprednisolone Na Succ,9011312
MethylPREDNISolone Sodium Succ,55390020910
MethylPREDNISolone Sodium Succ,9011312
MethylPREDNISolone Sodium Succ,9011319
Methylprednisolone Sodium Succ,9011312
Methylprednisolone Na Succ.,9011312
Metoclopramide,703450204
Metoclopramide,60977045101
Metoclopramide,54868416700
Metoclopramide HCl,60977045101
Micafungin,469325010
*NF* Micafungin,469325010
Methylprednisolone Na Succ,9338901
MethylPREDNISolone Sodium Succ,9338901
MethylPREDNISolone Sodium Succ,63323026530
Methylprednisolone Sodium Succ,9338901
Methylprednisolone Na Succ,9076502
Methylprednisolone Na Succ,9075801
Methylprednisolone Na Succ.,9075801
MethylPREDNISolone Sodium Succ,9076502
Methylprednisolone Sodium Succ,9075801
MethylPREDNISolone Sodium Succ,9075801
Acetylcysteine 20%,409330803
sodiu,409662502
sodium,74662502
sodium,517155025
sodium bic,409662502
sodium bica,409662502
sodium bica,74662502
sodium bi,409662502
sodium Bicar,409662502
sodium bicar,409662502
sodium bicarb,409662502
sodium bicar,74662502
Sodium Bicarbonate,74662502
Sodium Bicarbonate,517155025
sodium bicarbonate,74662502
NEO*IV*Levothyroxine,55390088110
Meropenem,310032520
Nitroglycerin,517481025
Nitroglycerin,74410401
OLANZapine,2759701
Olanzapine,2759701
Zofran,781305714
Zofran,173044202
Ondansetron HCl,173044202
Ondansetron Hcl,173044202
Oxytocin,63323001201
Oxytocin,61570041601
Pantoprazole,8092355
Pantoprazole Sodium,8092303
Pantoprazole Sodium,8092355
PHENYLEPHrine,10019016312
Phenylephrine,10019016312
Phenylephrine HCl,10019016312
Phenylephrine,517040525
PHENYLEPHrine,66758001604
Phenylephrine,10019016301
Phenylephrine HCl,517040525
NEO*IM*Pneumococcal 7-Valent,5197067
PNEUMOcoccal Vac Polyvalent,6494300
PNEUMOcoccal Vac Polyvalent,6473900
Pneumococcal Vac Polyvalent,6494300
Porfimer Sodium,58914015575
Pneumococcal 7-Valent,5197067
Risperidone Long Acting Injection,50458030611
Risperidone Long Acting Injection,50458030811
Rocuronium,52045015
Rocuronium,703239403
Rocuronium Bromide,52045015
Succinylcholine,409662902
Succinylcholine,74662902
Tigecycline,8499002
Tigecycline,8499020
Tigecycline,8536002
*NF* Timentin,29657126
Torsemide,517077010
Torsemide ,517077010
Unasyn,49002428
Ampicillin Sodium/Sulbactam,49002428
Valproate Sodium,143978510
Valproate Sodium,74156410
Valproic Acid,74156410
Vecuronium Bromide,52044115
Vecuronium Bromide,409163201
Vecuronium Bromide,55390003710
Ziprasidone,49392083
Ziprasidone Mesylate,49392083
Albumin 5% (25 g),52769045050
Albumin 5% (2.5 g),53767006
Albumin 5% (2.5gm),53767006
albumi,944049101
Albumin,944049101
albumin,944049101
Albumin ,944049101
albu,944049101
Albumin 5%,944049101
Albumin 5% ,944049101
Albumin 5,944049101
Albumin 5% (12.5 g),944049101
Albumin 5% (25g / 500mL),944049101
Albumin 5% (12.5g / 250mL),944049101
Albumin 5% (12.5g),944049101
albumin,68516521102
Albumin 5%,52769045050
Albumin 5% ,68516521102
Albumin 5% (25g / 500mL),68516521102
Albumin 5% (25g / 500mL),52769045050
*NF* Allopurinol Sodium,59730560101
Amiodarone,63323061603
Amiodarone,55390005710
Amiodarone HCl,55390005710
Amiodarone HCl,8081401
Anidulafungin,49011528
Aprotinin (Bovine),26819636
Aprotinin (Bovine),26819763
Argatroban,7440701
Azacitidine,67211010201
Azithromycin ,25021011210
Azithromycin ,63323039810
Bivalirudin,65293000101
Bupivacaine 0.50%-Epinephrine,409904502
Bupivacaine 0.50%-Epinephrine,186103401
Calcium Chloride,186116502
Cefazolin,7313116
CeftriaXONE,781320695
*NF* Ceftaroline,456060010
Chloroprocaine 3% MPF,63323047820
Cisatracurium Besylate,74438220
Colistin,63323039306
Colistin,39822061501
Colistimethate Sodium,61570041451
Colistimethate Sodium,39822061501
Cytomegalovirus Immune Glob,44206310110
Deferoxamine Mesylate,409233610
Dexamethasone,517490525
Dexamethasone,63323016505
Dexamethasone Sod Phosphate,517490525
Dexmedetomidine,409163802
Dexmedetomidine HCl,409163802
Dexmedetomidine HCl,74163802
Dexmedetomidine Hcl,74163802
Diltiazem,55390056630
Diltiazem,55390056510
Diltiazem,409117102
Diltiazem,10019051002
Procainamide HCl,55390056510
DOBUTamine,2717510
DOBUTamine,55390056090
Dobutamine HCl,2717510
Dobutamine Hcl,2717510
DOPamine,517180525
DopAmine,517180525
Dopamine HCl,517180525
DOPamine,409910420
DopAmine,409910420
DopAmine,74910420
Dopamine HCl,74582010
Dopamine Hcl,74582010
Doripenem *NF*,62401002
Doripenem *NF*,50458040101
Doxycycline Hyclate,54569532200
Doxycycline Hyclate,55390011010
Doxycycline Hyclate,63323013011
Epoprostenol Na,173051900
Esmolol,10019001501
Esmolol,55390006210
Esmolol,63323065210
Esmolol,10019011501
Ethanol 70% Catheter DWELL,517857510
Flumazenil,63323042405
Flumazenil,4691106
Fosphenytoin,71400705
Fosphenytoin,63323040302
Fosphenytoin Sodium,71400705
Spironolactone,517571025
LanTUS,88222033
Lantus,88222033
Insulin,88222033
Insulin Glargine,88222033
Hepatitis B Vaccine,6498100
NEO*IM*Haemophilus B Conjugate,5010441
HumaLOG,2751001
Humalog Insulin,2751001
HumaLOG Insulin,2751001
Insulin Lispro Desensitization Protocol,2751001
Hydromorphone-HP,74245351
HYDROmorphone-HP,61703024350
*NF* Imiglucerase,58468466301
Eptifibatide,85117701
Ketamine ,60793058110
Ketamine HCl,60793058110
Labetalol,55390013020
Labetalol,85036207
Labetalol HCl,85036207
Levothyroxine Sodium,63323064907
Lidocaine,409427601
Lidocaine 1%,409427601
Lidocaine 1%,74427601
Lidocaine 1%,409427902
Lidocaine 1%,74206605
Lidocaine 2% P.f.,74427701
Lidocaine,409427701
Lidocaine 2%,74427701
Lidocaine 0.5%,186013701
Lidocaine 2%/Epinephrine,409318201
"Lidocaine 2%/Epi 1:100,000",409318201
Lidocaine 2%/Epinephrine,74318301
Lidocaine 0.5%/Epinephrine,186014001
Lidocaine 0.5%/Epinephrine,409317701
Lidocaine 1%/Epinephrine 1:100000,409317801
Lidocaine 1%/Epinephrine 1:100000,74317801
MedroxyPROGESTERone Acetate,703680104
MENINGOcoccal Conj Vaccine (Menactra),49281058905
Methylprednisolone Na Succ,9019009
Methylprednisolone Na Succ,9019016
MethylPREDNISolone Sodium Succ,9019016
MethylPREDNISolone Sodium Succ,63323025803
Methylprednisolone Sodium Succ,9019009
Methylprednisolone ,9019009
Methylprednisolone Na Succ.,9019009
Metronidazole,905180410
Micafungin,469321110
Minocycline HCl,205530594
Methylprednisolone ACETATE,9307303
Methylprednisolone Acetate,9307303
Methylprednisolone Acetate,703005104
Methylprednisolone Acetate,9347501
Multivitamin IV (Without Vit. K),338040360
Mycophenolate Mofetil,4029809
Mycophenolate Mofetil Hcl,4029809
NEO*IV*AMPicillin Sodium,63323038810
NEO*IV*Ampicillin Sodium,63323038810
NEO*IV*Indomethacin Sodium,6340617
Nesiritide,65847020525
Insulin Pump (Self Administering Medication),169750111
Peginterferon Alfa-2a,4035009
Pemetrexed,2762301
Penicillin G K Desensitization,49052083
Penicillin G Potassium,364290861
Penicillin G Potassium,781613694
Pentamidine-Inhalation,63323087715
Phenytoin,143988225
Phenytoin,409131701
Phenytoin,74131701
Phenytoin Sodium,143988225
Phenytoin Sodium,409131701
Phenytoin Sodium,641049325
Phenytoin Sodium,74131701
Phenytoin Sodium (IV),143988225
Phenytoin Sodium (IV),641049325
Phenytoin,74131702
Phenytoin Sodium,641255545
Phenytoin Sodium,143988125
Phenytoin Sodium,74131702
Profilnine SD,68516320003
Protamine Sulfate,63323022930
Rasburicase,24515010
*NF* Rasburicase,24515010
Rifampin,23360005142
Rifampin,68059701
Rifampin,17478015142
Risperidone Long Acting Injection,50458030711
Rocuronium,63323042610
Rocuronium,10139023511
Rocuronium,52045016
rocuronium,10139023511
rocuronium,409955810
Sargramostim,50419000201
Sargramostim,58406000201
Sterile Water,517305025
Quinupristin/Dalfopristin,75905110
Tetanus-DiphTox-Acellular Pertuss (Adacel),49281040010
Trimethobenzamide HCl,61570054002
Trimethobenzamide,42023011801
Unasyn,10019063101
Unasyn,49001383
Ampicillin-Sulbactam,10019063101
Ampicillin-Sulbactam,63323036820
Vancomycin,409433201
Vancomycin HCl,63323022110
Voriconazole,49319028
Piperacillin-Tazobactam,206885516
Acetylcysteine,517760425
acetylcysteine,517760425
Acetylcysteine 20%,87057007
Acetylcysteine 20%,517750425
Acetylcysteine 20%,517760425
NEO*IM*Haemophilus B  Conj Vac,49281054505
Deferoxamine (DFO) *IND*,409233725
Anzemet,88120806
*NF* Dolasetron Mesylate,88120806
Dolasetron Mesylate I.V.,88120806
Influenza A (H1N1) Vaccine,49281064015
Hydrocortiso,9082501
Hydrocortisone Na Succinate,9082501
Avonex,59627000103
Leuprolide Acetate (3 Month),300334601
Lidocaine ,409427501
Lidocaine 0.5%,409427501
Lidocaine 0.5%,186013501
Lidocaine 0.5%,74427501
Lidocaine 1%,63323020110
Lidocaine 1%,74427001
Lidocaine 1%,409427602
Lidocaine 1% (Buffered),186011201
NEO*PO*Midazolam,63304020518
Propofol,63323026965
Propofol,310030011
Diprivan,310030011
Propofol,63323029766
Propofol (Generic),10019001303
Propofol,310030022
Propofol,63323026920
Propofol,310030050
Propofol (Generic),54569482100
Propofol (Generic),10019021302
Tirofiban,61379012005
Tirofiban,6371350
Albumin 25%,44206025110
Albumin 25% (12.5 g),44206025110
Restasis,23916330
Restasis,23916332
Restasis,35356024832
cycloSPORINE,35356024832
Desferal,83380104
Enalaprilat,409212288
Insulin,54868438100
Insulin,2751101
Humalog Mix 75-25,2751101
HumaLOG Mix 75-25,2751101
Insulin Lispro 75/25,54868438100
Lidocaine 2%/Epinephrine P.F.,186012201
Lidocaine 2%/Epinephrine P.F.,409318201
Lidocaine 2%/Epinephrine,186012201
Lidocaine 1%,186011201
Lidocaine 1% P.F.,409427001
Lidocaine 1% P.F.,186011291
Lidocaine 1% P.f.,409427001
Lidocaine 1% P.f.,186011201
Lidocaine 1% P.f.,186011291
Lidocaine 1%,409427001
Silibinin (*IND*),54629014510
Palivizumab,60574411401
DTaP-HepB-IPV Combined,58160084111
Lidocaine 1.5%/Epinephrine P.F.,409318101
Coenzyme Q10 Study Drug,10939003722
<IND> Drotrecogin Alfa Study Drug,2756101
~<IND> Ketamine/Placebo Study Drug,74205105
Thiamine Study Drug (*IND*),54868248901
robit,121168305
Guaifenesin,121177505
Guaifenesin,121068305
Guaifenesin,31867412
Guaifenesin-CODEINE Phosphate,121177505
Guaifenesin-Codeine Phosphate,121068305
Guaifenesin-Codeine Phosphate,31867412
Guaifenesin-Codeine Phosphate,121168305
codeine-guaifenesin,121177505
Guaifenesin,121174410
Guaifenesin,51079032730
Guaifenesin,121041910
Kaolin-Pectin,54848204
Milk Of Magnesia,51079036430
Milk Of Magnesia,66689036430
Milk Of Magnesia,121043130
Milk of Magnesia,51079036430
Milk of Magnesia,66689036430
Milk of Magnesia,121043130
morphine,54023755
Morphine,54858516
Morphine ,54858516
Morphine ,54023755
Morphine Sul,54023755
Morphine Sulfate ,54858516
Morphine Sulfate,54023755
Morphine Sulfate (Oral Soln.),54858516
Morphine Sulfate (Oral Soln.),54023755
Morphine Sulfate,54858516
Morphine Sulfate (Concentrated Oral Soln),54858516
Morphine Sulfate IR,54858516
Mult,50383068304
mult,50383068304
Multi,50383068304
multi,50383068304
thera,50383068304
multiv,50383068304
Mul,50383068304
Multiv,50383068304
MULTI,50383068304
multivit,50383068304
ther,50383068304
Multivitam,50383068304
Multivitamins,50383068304
Multiple Vitamins Liq.,50383068304
multivitamin,50383068304
Multivitamin,50383068304
Multivitamins W/minerals,50383068304
Nysta,472500360
Nystatin,472500360
nys,472500360
Nystat,472500360
Ny,472500360
Nystatin,50962025160
Nystatin Oral Susp.,50962025160
Nystatin Oral Suspension,472500360
Nystatin Oral Suspension,50962025160
Phenobarbital,436058532
PHENObarbital,121053107
Phenobarbital,121053107
PHENObarbital Elixir,121053107
Phenobarbital Elixir,121053107
Phenobarbital Elixir,436058532
Oxycodone-Acetaminophen,54864816
OxycoDONE-Acetaminophen Elixir,54864816
Oxycodone-Acetaminophen Elixir,54864816
Oxycodone-Acetaminophen (5mg-325mg),54864816
Sirolimus,8103003
Sirolimus,8103008
Sorbitol,46287050030
Chlorpheniramine-Hydrocodone,53014054867
BACTRIM,55045122403
Sulfame,472128416
bactrim,55045122403
Sulfameth,55045122403
Sulfameth/T,55045122403
Sulfameth,472128416
Sulfameth/Trimethoprim,55045122403
Sulfameth/Trimethoprim,472128416
Sulfameth/Trimethoprim DS,472128416
Sulfameth/Trimethoprim SS,472128416
Sulfameth/Trimethoprim Suspension,472128416
Sulfameth/Trimethoprim DS,55045122403
Bicitra,802396216
Sodium Citrate,802396216
Sod Citrate-Citric Acid,575022530
Citric Acid/Sodium Citrate,802396216
Sodium Citrate/Citric Acid,802396216
Peridex,54569523500
Chlorhexidine Gluconate,50962080060
Chlorhexidine Gluconate 0.12% Oral Rinse,54569523500
Digoxin,54819316
DiphenhydrAMINE,121048910
DiphenhydrAMINE HCl,121048910
Diphenhydramine HCl,87701083336
Furosemide,54829816
Furosemide (Elixir),54829816
Guaifenesin,121063810
Guaifenesin-Dextromethorphan,47682021701
Guaifenesin-Dextromethorphan,121063810
Guaifenesin-Dextromethorphan,51079033230
Dextromethorphan-Guaifenesin (Sugar Free),51079033230
Lactulose,54848616
LANS,300304613
Lansoprazole Oral Solution,300304613
Lidocaine Viscous 2%,54850016
Lidocaine Jelly 2%,54850016
Vitamin E,66591080030
Loperamide HCl,54853516
Aluminum-Magnesium Hydroxide,67033022
Aluminum-Magnesium Hydrox.-Simethicone,121176130
Metoclopramide,54856304
Mineral Oil,418024510
Mineral Oil,121046230
Omeprazole,58016032730
OxycoDONE,66591091332
OxycoDONE Liquid,66591091332
Oxycodone Liquid,66591091332
OxycoDONE (Immediate Release) ,66591091332
Theophylline,54884504
valproic,74568216
valproi,74568216
valp,74568216
diValpro,74568216
Valproic Acid,68094019361
Valproate Sodium,68094019361
Valproic Acid,68094019359
Divalproex Sodium,74568216
Valproate Sodium,74568216
Divalproex (DELayed Release),68094019361
Valproic Acid (as Sodium salt),68094019361
acet,54301050
ACETAM,54301050
Acetamin,121065721
Acetaminophen,54301050
Acetaminophen,121065721
Acetaminophe,121065721
Acetaminophen (Liquid),54301050
Acetaminophen (Liquid),121065721
Alternagel,16837086012
Aluminum Hydroxide Suspension,16837086012
Aluminum Hydroxide,16837086012
Amantadine,121064610
Amantadine Syrup,121064610
Carbamazepine,66689032350
Carbamazepine,68094021462
Carbamazepine,51672404709
Carbamazepine Suspension,66689032350
Carbamazepine Suspension,68094021462
Carbamazepine Chewable Tabs,68094021462
Carbamazepine Suspension,51672404709
Chloral Hydrate,121053205
Chloral Hydrate (Syrup),121053205
Digoxin,54819216
Docusate,121054410
Docus,121054410
Docusat,121054410
Docusate ,121054410
Docusate ,51079033530
Docusate Sod,121054410
Docusate Sodium,51079033530
Docusate Sodium,121054410
Docusate Sodium (Liquid),51079033530
Docusate Sodium (Liquid),121054410
Ferrous,54828104
Ferrous Sulfate,54828104
Ferrous Sulfate,121053005
Ferrous Sulfate (Liquid),121053005
Ibuprofen,68094050361
Ibuprofen Suspension,68094050361
Diphenoxylate-Atropine,54319446
Alum-Mag Hydroxide-Simethicone,67033322
Pseudoephedrine HCl,536185097
Ranitidine,121075210
Ranitidine,173038354
Ranitidine,68094020462
Ranitidine,121475210
Ranitidine HCl,173038354
Ranitidine (Liquid),121075210
Ranitidine (Liquid),68094020462
Ranitidine (Liquid),121475210
Ascorbic Acid,74349201
